name,min megahertz,max megahertz,min megabytes,max megabytes,min megatexels,max megatexels,VendorID,MinDeviceID,MaxDeviceID,Unsupported,Laptop,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,DefaultRes,MaxDxLevel,DxLevel,MakeMeLast,CentroidHack,NoUserClipPlanes,ConVar.mat_antialias,ConVar.r_fastzreject,ConVar.mat_reducefillrate,ConVar.mat_forceaniso,ConVar.mat_picmip,ConVar.mat_slopescaledepthbias_decal,ConVar.mat_slopescaledepthbias_normal,ConVar.mat_depthbias_decal,ConVar.mat_depthbias_normal,ConVar.mat_trilinear,ConVar.mat_forcehardwaresync,ConVar.mat_specular,ConVar.mat_parallaxmap,ConVar.r_shadowrendertotexture,ConVar.r_waterforceexpensive,ConVar.r_waterforcereflectentities,ConVar.r_rootlod,ConVar.mat_vsync,ConVar.mat_bumpmap,ConVar.r_screenfademinsize,ConVar.r_screenfademaxsize,ConVar.mat_softwarelighting,ConVar.dsp_off,ConVar.dsp_slow_cpu,ConVar.r_shadows,ConVar.r_drawdetailprops,ConVar.r_drawmodeldecals,ConVar.r_drawflecks,ConVar.props_break_max_pieces,ConVar.r_decal_cullsize,ConVar.sv_alternateticks,ConVar.r_dynamic,ConVar.cl_ejectbrass,ConVar.cl_detaildist,ConVar.cl_detailfade,ConVar.r_dopixelvisibility,ConVar.r_VehicleViewDampen,ConVar.mat_forcemanagedtextureintohardware,ConVar.mat_hdr_level,ConVar.r_overlayfademin,ConVar.r_overlayfademax,ConVar.mat_colorcorrection,ConVar.mat_disable_ps_patch,ConVar.mat_motion_blur_enabled,ConVar.r_flashlightdepthtexture,ConVar.mat_disablehwmorph,ConVar.r_portal_stencil_depth,ConVar.mat_tonemapping_occlusion_use_stencil,DisableShaderOptimizations
ATI Radeon 9100 IGP,,,,,,,0x1002,0x5834,0x5834,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon 9000/9100 IGP,,,,,,,0x1002,0x5835,0x5835,,1,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon Xpress 200,,,,,,,0x1002,0x5854,0x5854,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon 9200,,,,,,,0x1002,0x5864,0x5864,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon Xpress 200,,,,,,,0x1002,0x5874,0x5874,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon 9250,,,,,,,0x1002,0x5940,0x5940,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon 9200,,,,,,,0x1002,0x5941,0x5941,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon 9250/9200,,,,,,,0x1002,0x5942,0x5942,,,10,6706,1,693,1024,,81,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI RS480,,,,,,,0x1002,0x5954,0x5954,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI RS480M,,,,,,,0x1002,0x5955,0x5955,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon Xpress 200,,,,,,,0x1002,0x5955,0x5955,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI RS480M,,,,,,,0x1002,0x5955,0x5955,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon 9200,,,,,,,0x1002,0x5960,0x5962,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon 9200,,,,,,,0x1002,0x5964,0x5964,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireMV 2200 PCI,,,,,,,0x1002,0x5965,0x5965,,,10,6706,1,693,1024,,81,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon Xpress 200,,,,,,,0x1002,0x5974,0x5975,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI RS400,,,,,,,0x1002,0x5a41,0x5a41,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI RS400M,,,,,,,0x1002,0x5a42,0x5a42,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon Xpress 200,,,,,,,0x1002,0x5a61,0x5a62,,,10,6706,1,693,800,,81,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X300,,,,,,,0x1002,0x5b60,0x5b60,,,10,6706,1,693,800,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
ATI Radeon X600,,,,,,,0x1002,0x5b62,0x5b62,,,10,6706,1,693,800,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
ATI Radeon X550,,,,,,,0x1002,0x5b63,0x5b63,,,10,6706,1,693,1024,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
ATI FireGL V3100,,,,,,,0x1002,0x5b64,0x5b64,,,10,6706,1,693,800,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL D1100,,,,,,,0x1002,0x5b65,0x5b65,,,10,6706,1,693,800,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X300,,,,,,,0x1002,0x5b70,0x5b70,,,10,6706,1,693,800,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,,,,
ATI Radeon X600,,,,,,,0x1002,0x5b72,0x5b72,,,10,6706,1,693,1024,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,,,,
ATI Radeon X550,,,,,,,0x1002,0x5b73,0x5b73,,,10,6706,1,693,1024,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,,,,
ATI FireGL V3100,,,,,,,0x1002,0x5b74,0x5b74,,,10,6706,1,693,800,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon 9250,,,,,,,0x1002,0x5c43,0x5c43,,,10,6706,1,693,800,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon 9200,,,,,,,0x1002,0x5c61,0x5c63,,1,10,6706,1,693,800,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon 9200,,,,,,,0x1002,0x5d44,0x5d44,,,10,6706,1,693,800,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireMV 2200,,,,,,,0x1002,0x5d45,0x5d45,,1,10,6706,1,693,1024,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon X800,,,,,,,0x1002,0x5d48,0x5d48,,1,10,6706,1,693,1024,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility FireGL V5100,,,,,,,0x1002,0x5d49,0x5d49,,1,10,6706,1,693,800,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon X800,,,,,,,0x1002,0x5d4a,0x5d4a,,1,10,6706,1,693,1024,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X850,,,,,,,0x1002,0x5d4d,0x5d4d,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,0,,,,
ATI Radeon X850,,,,,,,0x1002,0x5d4f,0x5d4f,,,10,6706,1,693,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,0,,,,
ATI Radeon X800,,,,,,,0x1002,0x5d52,0x5d52,,,10,6706,1,693,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,0,,,,
ATI Radeon X800,,,,,,,0x1002,0x5d57,0x5d57,,,10,6706,1,693,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,0,,,,
ATI Radeon X850,,,,,,,0x1002,0x5d6d,0x5d6d,,,10,6706,1,693,1280,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,0,,,,
ATI Radeon X800,,,,,,,0x1002,0x5d6f,0x5d6f,,,10,6706,1,693,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,0,,,,
ATI Radeon X850,,,,,,,0x1002,0x5d72,0x5d72,,,10,6706,1,693,1280,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,0,,,,
ATI Radeon X800,,,,,,,0x1002,0x5d77,0x5d77,,,10,6706,1,693,1024,,,,1,,4,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,0,,,,
ATI FireGL V3400,,,,,,,0x1002,0x5e48,0x5e48,,,10,6706,1,693,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V3300,,,,,,,0x1002,0x5e49,0x5e49,,,10,6706,1,693,800,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X700,,,,,,,0x1002,0x5e4a,0x5e4b,,,10,6706,1,693,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
ATI Radeon X700,,,,,,,0x1002,0x5e4d,0x5e4d,,,10,6706,1,693,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
ATI Radeon X700,,,,,,,0x1002,0x5e4f,0x5e4f,,,10,6706,1,693,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
ATI Radeon X700,,,,,,,0x1002,0x5e6b,0x5e6b,,,10,6706,1,693,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,,,,
ATI Radeon X700,,,,,,,0x1002,0x5e6d,0x5e6d,,,10,6706,1,693,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,,,,
ATI Radeon X700,,,,,,,0x1002,0x5e6f,0x5e6f,,,10,6706,1,693,1024,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,,,,
ATI Radeon HD 6970,,,,,,,0x1002,0x6718,0x6718,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6950,,,,,,,0x1002,0x6719,0x6719,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6990,,,,,,,0x1002,0x671d,0x671d,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6970M,,,,,,,0x1002,0x6720,0x6720,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6870,,,,,,,0x1002,0x6738,0x6738,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6850,,,,,,,0x1002,0x6739,0x6739,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6700,,,,,,,0x1002,0x673e,0x673e,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6770M,,,,,,,0x1002,0x6740,0x6740,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6750M,,,,,,,0x1002,0x6741,0x6741,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6670,,,,,,,0x1002,0x6758,0x6758,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6490M,,,,,,,0x1002,0x6760,0x6760,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6400,,,,,,,0x1002,0x6770,0x6770,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5xxx,,,,,,,0x1002,0x6779,0x6779,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V8800,,,,,,,0x1002,0x6888,0x6888,,,10,6706,1,693,640,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V7800,,,,,,,0x1002,0x6889,0x6889,,,10,6706,1,693,640,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5800,,,,,,,0x1002,0x6898,0x6899,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5870,,,,,,,0x1002,0x6898,0x6898,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5850,,,,,,,0x1002,0x6899,0x6899,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5900,,,,,,,0x1002,0x689c,0x689c,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5970,,,,,,,0x1002,0x689c,0x689c,,,10,6706,1,693,2560,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5800,,,,,,,0x1002,0x689e,0x689e,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5830,,,,,,,0x1002,0x689e,0x689e,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 5870,,,,,,,0x1002,0x68a0,0x68a0,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 5800,,,,,,,0x1002,0x68a1,0x68a1,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 5850,,,,,,,0x1002,0x68a1,0x68a1,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V5800,,,,,,,0x1002,0x68a9,0x68a9,,,10,6706,1,693,800,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5700,,,,,,,0x1002,0x68b8,0x68b8,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5770,,,,,,,0x1002,0x68b8,0x68b8,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5600,,,,,,,0x1002,0x68b9,0x68b9,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6700,,,,,,,0x1002,0x68ba,0x68ba,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5700,,,,,,,0x1002,0x68be,0x68be,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5750,,,,,,,0x1002,0x68be,0x68be,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 6700,,,,,,,0x1002,0x68bf,0x68bf,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 5730,,,,,,,0x1002,0x68c0,0x68c0,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 5650,,,,,,,0x1002,0x68c1,0x68c1,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V4800,,,,,,,0x1002,0x68c8,0x68c8,,,10,6706,1,693,800,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V3800,,,,,,,0x1002,0x68c9,0x68c9,,,10,6706,1,693,800,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5600,,,,,,,0x1002,0x68d8,0x68d8,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5670,,,,,,,0x1002,0x68d8,0x68d8,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5500,,,,,,,0x1002,0x68d9,0x68d9,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5570,,,,,,,0x1002,0x68d9,0x68d9,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5550,,,,,,,0x1002,0x68da,0x68da,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 5470,,,,,,,0x1002,0x68e0,0x68e0,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 5430,,,,,,,0x1002,0x68e1,0x68e1,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 5450,,,,,,,0x1002,0x68f9,0x68f9,,,10,6706,1,693,1900,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon X1800,,,,,,,0x1002,0x7100,0x7101,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,1,,,,,
ATI Mobility Radeon X1800,,,,,,,0x1002,0x7102,0x7102,,,10,6706,1,693,1024,,,,1,,2,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V7200,,,,,,,0x1002,0x7104,0x7104,,,10,6706,1,693,800,,,,1,,2,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1800,,,,,,,0x1002,0x7108,0x710b,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,1,,,,,
ATI FireGL V7300,,,,,,,0x1002,0x710e,0x710e,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V7350,,,,,,,0x1002,0x710f,0x710f,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1800,,,,,,,0x1002,0x7120,0x7120,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,1,,,,,
ATI FireGL V7200,,,,,,,0x1002,0x7124,0x7124,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1800,,,,,,,0x1002,0x7129,0x712a,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,1,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x7140,0x7140,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x7142,0x7142,,,10,6706,1,693,1024,,,,1,,2,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x7143,0x7143,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon X1400,,,,,,,0x1002,0x7145,0x7145,,1,10,6706,1,693,800,,,,1,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x7146,0x7146,,,10,6706,1,693,1024,,,,1,,2,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x7147,0x7147,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Mobility Radeon X1300,,,,,,,0x1002,0x7149,0x714a,,1,10,6706,1,693,800,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI FireGL V3300,,,,,,,0x1002,0x7152,0x7152,,,10,6706,1,693,800,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V3350,,,,,,,0x1002,0x7153,0x7153,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x715f,0x715f,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1600,,,,,,,0x1002,0x7160,0x7160,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x7162,0x7162,,,10,6706,1,693,1024,,,,1,,2,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x7163,0x7163,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1300,,,,,,,0x1002,0x7166,0x7166,,,10,6706,1,693,1024,,,,1,,4,,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,,2,,,,,0,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x7167,0x7167,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V3300,,,,,,,0x1002,0x7172,0x7172,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI FireGL V3350,,,,,,,0x1002,0x7173,0x7173,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
ATI Radeon X1550,,,,,,,0x1002,0x717f,0x717f,,,10,6706,1,693,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
